x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
0.0,0.46894105799361535,0.4524813062097459,0.3075361611099804,0.45397385330396367,0.27297567319845567,0.43358406678345324,0.2041673687491159,0.3660729608179662,0.46593534258192704,0.25435255340291074,0.4264354033795282,0.5505343627226291,0.39445336419485033,0.48695836837958634,0.553544317243417,0.3713048902122655,0.4180472260082885,0.4339171317990256,0.21908469400945607
0.46894105799361535,0.0,0.510184749254975,0.4243801588859971,0.20858661597324138,0.4637033392311447,0.2361802739589934,0.4798444565351401,0.40933448481104107,0.5091369939148731,0.4408120890813936,0.24926340395836025,0.4568322455053734,0.42401121411323456,0.39402630840856057,0.4590656515389361,0.4204782931646632,0.23602410639469515,0.28072169541370523,0.4549031627201467
0.4524813062097459,0.510184749254975,0.0,0.48613346800233315,0.5131555642773963,0.4632819875969866,0.4770953471959915,0.423003116831849,0.494727418992515,0.08551730555302287,0.46945278206296187,0.4578383144581766,0.5629126846821423,0.5242187495289333,0.5257799597178187,0.5760106278661578,0.4774091826656684,0.4486007559958078,0.49954184379884,0.4347079206063335
0.3075361611099804,0.4243801588859971,0.48613346800233315,0.0,0.38678240890751847,0.2587223676549931,0.40017922543031836,0.3649479126768247,0.1870885001737301,0.4880786372848432,0.24271464750247895,0.4863375266174897,0.501107424892283,0.22041118829036152,0.42478277726340496,0.4918373564690791,0.17381694530557718,0.47318051981726855,0.41786429278597137,0.3267625359332162
0.45397385330396367,0.20858661597324138,0.5131555642773963,0.38678240890751847,0.0,0.424417511542248,0.2153532950785551,0.4799427482804657,0.38598331800587987,0.5113909574348922,0.4179594275909686,0.3658681255114573,0.45005301015138416,0.4039072443224041,0.3968530517949671,0.44329215125156785,0.39464463351077667,0.36111004554227666,0.16914445670212983,0.4407189358375726
0.27297567319845567,0.4637033392311447,0.4632819875969866,0.2587223676549931,0.424417511542248,0.0,0.43518624068527373,0.29229757750869845,0.2815939662416575,0.4530409955990544,0.14432297568035746,0.48422893587878496,0.5253076477174752,0.3384418108165,0.44154244542026544,0.5163386974484979,0.29630501560095696,0.47805255697532073,0.434192175420463,0.22165538118134226
0.43358406678345324,0.2361802739589934,0.4770953471959915,0.40017922543031836,0.2153532950785551,0.43518624068527373,0.0,0.4567614142793334,0.40237051716609695,0.4736104401778605,0.426674783524682,0.30891332776337604,0.4552135249499169,0.4144284423493075,0.40552955296338505,0.45586696218583966,0.4091261027045826,0.3002937287017214,0.14296286266116076,0.42118669495753824
0.2041673687491159,0.4798444565351401,0.423003116831849,0.3649479126768247,0.4799427482804657,0.29229757750869845,0.4567614142793334,0.0,0.42834611722713944,0.42017851833542313,0.25026154089513675,0.4306289765872793,0.5627171289225399,0.4585078979746099,0.4967595664466194,0.5700639314753533,0.4263184589344155,0.4169063881604412,0.4671331004169671,0.17778595650739754
0.3660729608179662,0.40933448481104107,0.494727418992515,0.1870885001737301,0.38598331800587987,0.2815939662416575,0.40237051716609695,0.42834611722713944,0.0,0.48995568853887317,0.2937643074055555,0.5032142520289538,0.48110469140058265,0.16892644414831423,0.3961269164247851,0.4617551219443239,0.1158567814164387,0.49689850874709607,0.41156073877643634,0.3865537238566064
0.46593534258192704,0.5091369939148731,0.08551730555302287,0.4880786372848432,0.5113909574348922,0.4530409955990544,0.4736104401778605,0.42017851833542313,0.48995568853887317,0.0,0.4614731046343211,0.45474447701818566,0.5753618201817512,0.5306665270110769,0.5216027567153747,0.5645877941078224,0.47609753814379935,0.44265550196068587,0.49868065562282893,0.4484485814371409
0.25435255340291074,0.4408120890813936,0.46945278206296187,0.24271464750247895,0.4179594275909686,0.14432297568035746,0.426674783524682,0.25026154089513675,0.2937643074055555,0.4614731046343211,0.0,0.4714887162321164,0.5273862713707548,0.3323370087234915,0.4432145740190518,0.5201291322239185,0.3034651241339829,0.45847989276713,0.4258003482352032,0.19468025885903664
0.4264354033795282,0.24926340395836025,0.4578383144581766,0.4863375266174897,0.3658681255114573,0.48422893587878496,0.30891332776337604,0.4306289765872793,0.5032142520289538,0.45474447701818566,0.4714887162321164,0.0,0.5650963126275741,0.5171454020511155,0.5111881676810234,0.5809744310234263,0.5063316167888914,0.06422137557213849,0.3222276602124478,0.41763865450456406
0.5505343627226291,0.4568322455053734,0.5629126846821423,0.501107424892283,0.45005301015138416,0.5253076477174752,0.4552135249499169,0.5627171289225399,0.48110469140058265,0.5753618201817512,0.5273862713707548,0.5650963126275741,0.0,0.4754127402604489,0.17749863126849555,0.06877269873298374,0.48890624886081824,0.5507796681285673,0.50167366432659,0.5325398766404758
0.39445336419485033,0.42401121411323456,0.5242187495289333,0.22041118829036152,0.4039072443224041,0.3384418108165,0.4144284423493075,0.4585078979746099,0.16892644414831423,0.5306665270110769,0.3323370087234915,0.5171454020511155,0.4754127402604489,0.0,0.3897752951420129,0.46417398970463186,0.18659138017584198,0.5085213937955277,0.4305435599588244,0.41500932764879817
0.48695836837958634,0.39402630840856057,0.5257799597178187,0.42478277726340496,0.3968530517949671,0.44154244542026544,0.40552955296338505,0.4967595664466194,0.3961269164247851,0.5216027567153747,0.4432145740190518,0.5111881676810234,0.17749863126849555,0.3897752951420129,0.0,0.17395769089078114,0.3922731997038192,0.5038803391132698,0.44190304663433455,0.4708291832890227
0.553544317243417,0.4590656515389361,0.5760106278661578,0.4918373564690791,0.44329215125156785,0.5163386974484979,0.45586696218583966,0.5700639314753533,0.4617551219443239,0.5645877941078224,0.5201291322239185,0.5809744310234263,0.06877269873298374,0.46417398970463186,0.17395769089078114,0.0,0.477127886905534,0.5683254394051347,0.5029512729249799,0.5443053321441086
0.3713048902122655,0.4204782931646632,0.4774091826656684,0.17381694530557718,0.39464463351077667,0.29630501560095696,0.4091261027045826,0.4263184589344155,0.1158567814164387,0.47609753814379935,0.3034651241339829,0.5063316167888914,0.48890624886081824,0.18659138017584198,0.3922731997038192,0.477127886905534,0.0,0.4966371277615414,0.42946647869287896,0.38452881866218996
0.4180472260082885,0.23602410639469515,0.4486007559958078,0.47318051981726855,0.36111004554227666,0.47805255697532073,0.3002937287017214,0.4169063881604412,0.49689850874709607,0.44265550196068587,0.45847989276713,0.06422137557213849,0.5507796681285673,0.5085213937955277,0.5038803391132698,0.5683254394051347,0.4966371277615414,0.0,0.31608246930540657,0.40624571606983906
0.4339171317990256,0.28072169541370523,0.49954184379884,0.41786429278597137,0.16914445670212983,0.434192175420463,0.14296286266116076,0.4671331004169671,0.41156073877643634,0.49868065562282893,0.4258003482352032,0.3222276602124478,0.50167366432659,0.4305435599588244,0.44190304663433455,0.5029512729249799,0.42946647869287896,0.31608246930540657,0.0,0.42302322024659206
0.21908469400945607,0.4549031627201467,0.4347079206063335,0.3267625359332162,0.4407189358375726,0.22165538118134226,0.42118669495753824,0.17778595650739754,0.3865537238566064,0.4484485814371409,0.19468025885903664,0.41763865450456406,0.5325398766404758,0.41500932764879817,0.4708291832890227,0.5443053321441086,0.38452881866218996,0.40624571606983906,0.42302322024659206,0.0
